Disease,week_of_year,district,state_ut,temp_celsius,preci,Cases
Cholera,26,Davangere,Karnataka,24.63,0.248647657,29
Acute Diarrhoeal Disease,26,Ramanagara,Karnataka,31.79,0.261638526,16
Acute Diarrhoeal Disease,26,Pune,Maharashtra,26.93,0.510208766,311
Acute Diarrhoeal Disease,26,Cuddalore,Tamil Nadu,35.875,0.146037283,31
Acute Diarrhoeal Disease,26,Balrampur,Uttar Pradesh,31.77,0.356385743,9
Acute Diarrhoeal Disease,26,Kurnool,Andhra Pradesh,35.39,0.043026272,28
Acute Diarrhoeal Disease,26,Anantapur,Andhra Pradesh,34.67,0.027714734,82
Malaria,26,Chirang,Assam,26.36,0.957991084,295
Acute Encephalitis Syndrome,26,Muzaffarpur,Bihar,30.59,0.219163883,132
Cholera,26,Wayanad,Kerala,22.09,0.352137846,183
Acute Encephalitis Syndrome,26,Wardha,Maharashtra,38.17,0.208939177,3
Acute Diarrhoeal Disease,26,Latur,Maharashtra,43.56,0.328122634,81
Acute Diarrhoeal Disease,26,Burdwan,West Bengal,37.03,1.322711214,101
Acute Diarrhoeal Disease,26,Jalpaiguri,West Bengal,27.8466666,0.662559792,11
Acute Diarrhoeal Disease,27,Nellore,Andhra Pradesh,38.01,0.299182963,15
Acute Encephalitis Syndrome,27,Jorhat,Assam,21.1566666,2.117842053,12
Acute Diarrhoeal Disease,27,Gaya,Bihar,37.45,0.618638168,10
Malaria,27,Gaya,Bihar,37.45,0.390972736,53
Cholera,27,Jamnagar,Gujarat,34.58,0.061569029,1
Cholera,27,Navsari,Gujarat,33.65,0.150764829,46
Acute Diarrhoeal Disease,27,Ramanagara,Karnataka,31.79,0.261638526,16
Acute Diarrhoeal Disease,27,Koppal,Karnataka,29.23,0.256857266,28
Chikungunya,27,Betul,Madhya Pradesh,28.1166666,0.35158653,252
Acute Diarrhoeal Disease,27,Thiruvarur,Tamil Nadu,36.69,0.131480009,24
Dengue,27,Salem,Tamil Nadu,32.25,0.68427151,8
Malaria,27,Malda,West Bengal,27.23,1.795823537,148
Acute Diarrhoeal Disease,27,Khammam,Telangana,39.43,0.214127839,23
Acute Diarrhoeal Disease,27,Korba,Chhattisgarh,38.84,0.149960716,14
Acute Diarrhoeal Disease,27,Korba,Chhattisgarh,31.71,2.57165078,74
Cholera,27,Kawardha,Chhattisgarh,31.41,0.78440035,74
Malaria,27,Chitradurga,Karnataka,27.69,0.316946815,20
Acute Diarrhoeal Disease,27,Bhubaneshwar,Odisha,31.09,0.949988796,21
Acute Diarrhoeal Disease,27,Bhubaneshwar,Odisha,36.982,0.033155987,14
Acute Diarrhoeal Disease,27,Prakasam,Andhra Pradesh,39.61,0.003870045,28
Acute Diarrhoeal Disease,27,Kurnool,Andhra Pradesh,35.39,0.043026272,28
Cholera,27,Udalguri,Assam,23.295,0.451206403,404
Acute Encephalitis Syndrome,27,Muzaffarpur,Bihar,30.59,0.219163883,147
Acute Diarrhoeal Disease,28,Kadapa,Andhra Pradesh,35.7,0.129998848,10
Acute Diarrhoeal Disease,28,Kurnool,Andhra Pradesh,33.05,0.436061736,121
Acute Diarrhoeal Disease,28,Nellore,Andhra Pradesh,33.8166666,0.084164641,31
Acute Encephalitis Syndrome,28,Dhemaji,Assam,24.29,1.32918677,3
Acute Diarrhoeal Disease,28,Lakhisarai,Bihar,30.64,0.421884843,21
Acute Diarrhoeal Disease,28,Sheikhpura,Bihar,30.32,0.240963681,26
Malaria,28,Raipur,Chhattisgarh,30.23,0.734562559,12
Dengue,28,Gurgaon,Haryana,34.51,0.490977368,2
Chikungunya,28,East Singhbhum,Jharkhand,32.25,0.440359181,135
Acute Diarrhoeal Disease,28,Gadag,Karnataka,30.67,0.34508421,25
Dengue,28,Dakshin Kannada,Karnataka,25.78,0.979918148,2
Cholera,28,Palakkad,Kerala,26.234,0.52787931,2
Acute Diarrhoeal Disease,28,Sagar,Madhya Pradesh,35.83,1.143457379,10
Malaria,28,Ratnagiri,Maharashtra,25.5166666,1.874268349,50
Acute Diarrhoeal Disease,28,Thane,Maharashtra,26.99,1.813297364,12
Acute Diarrhoeal Disease,28,Sundargarh,Odisha,26.78,0.713710957,12
Cholera,28,Alwar,Rajasthan,34.5366666,0.090570207,99
Acute Diarrhoeal Disease,28,Bageshwar,Uttarakhand,0.966,1.19183345,19
Acute Encephalitis Syndrome,28,Golaghat,Assam,27.435,0.333236807,10
Acute Encephalitis Syndrome,28,Jorhat,Assam,22.39,1.440916452,6
Acute Encephalitis Syndrome,28,Morigaon,Assam,28.7,1.266541457,20
Dengue,28,Kottayam,Kerala,26.42,0.490740212,3
Dengue,28,Ernakulam,Kerala,25.7,0.887289395,3
Acute Diarrhoeal Disease,28,Dholpur,Rajasthan,22.8,0.753148169,113
Chikungunya,28,Salem,Tamil Nadu,29.725,0.087718099,60
Acute Diarrhoeal Disease,28,Thanjavur,Tamil Nadu,37.7166666,0.091852945,25
Acute Encephalitis Syndrome,28,Muzaffarpur,Bihar,30.59,0.219163883,148
Acute Diarrhoeal Disease,28,Koppal,Karnataka,29.23,0.256857266,33
Malaria,28,Malda,West Bengal,27.23,1.795823537,234
Acute Diarrhoeal Disease,28,Darjeeling,West Bengal,29.062,0.797252272,183
Acute Diarrhoeal Disease,29,Kadapa,Andhra Pradesh,35.7,0.129998848,10
Acute Diarrhoeal Disease,29,Sonitpur,Assam,26.03,2.508183342,47
Acute Diarrhoeal Disease,29,Rohtas,Bihar,23.39,0.830878502,35
Malaria,29,Lakhisarai,Bihar,30.64,0.421884843,12
Malaria,29,Janjgir,Chhattisgarh,26.1433334,0.686642383,35
Acute Diarrhoeal Disease,29,Bidar,Karnataka,30.78,0.617424467,78
Acute Diarrhoeal Disease,29,Ballari,Karnataka,35.83,0.280832391,28
Acute Diarrhoeal Disease,29,Haveri,Karnataka,21.37,2.526187658,10
Acute Diarrhoeal Disease,29,Raichur,Karnataka,37.77,0.517758894,17
Malaria,29,Chhindwara,Madhya Pradesh,32.71,1.197607026,112
Acute Diarrhoeal Disease,29,Hoshangabad,Madhya Pradesh,15.61,0.927790013,39
Malaria,29,Dindori,Madhya Pradesh,32.33,0.406874965,159
Cholera,29,Raigad,Maharashtra,21.81,1.642483647,67
Cholera,29,Ludhiana,Punjab,31.3,0.084184258,7
Acute Diarrhoeal Disease,29,Kapurthala,Punjab,28.09,0.147776446,121
Acute Diarrhoeal Disease,29,Tehri,Uttarakhand,24.12,0.745120188,8
Acute Diarrhoeal Disease,29,24 North Parganas,West Bengal,27.9633334,0.489103487,76
Acute Diarrhoeal Disease,29,Murshidabad,West Bengal,14.57,1.323108293,13
Acute Diarrhoeal Disease,29,Gaya,Bihar,37.45,0.618638168,10
Dengue,29,Thane,Maharashtra,25.93,0.312402678,32
Dengue,29,Thane,Maharashtra,27.47,0.467560156,11
Acute Encephalitis Syndrome,29,Jorhat,Assam,22.39,1.440916452,5
Acute Encephalitis Syndrome,29,Dhemaji,Assam,10.12,0.998728901,5
Malaria,29,Munger,Bihar,29.25,0.520111404,100
Dengue,29,Gurgaon,Haryana,34.51,0.490977368,3
Chikungunya,29,East Singhbhum,Jharkhand,32.25,0.440359181,1014
Chikungunya,29,Salem,Tamil Nadu,34.1966666,0.302532121,58
Malaria,29,Malda,West Bengal,27.23,1.795823537,236
Acute Diarrhoeal Disease,30,Kurnool,Andhra Pradesh,30.03,0.985705162,21
Acute Diarrhoeal Disease,30,Katihar,Bihar,29.26,0.438549454,19
Acute Diarrhoeal Disease,30,Bagalkot,Karnataka,32.97,0.451196074,12
Chikungunya,30,Tumkur,Karnataka,32.71,0.301335343,15
Acute Diarrhoeal Disease,30,Ashok Nagar,Madhya Pradesh,31.65,1.688110326,5
Acute Diarrhoeal Disease,30,Tikamgarh,Madhya Pradesh,31.05,0.840715852,11
Malaria,30,Akola,Maharashtra,36.65,0.520883205,41
Acute Diarrhoeal Disease,30,Jalna,Maharashtra,29.34,0.286505166,29
Acute Diarrhoeal Disease,30,Bolangir,Odisha,28.91,0.770200013,25
Chikungunya,30,Erode,Tamil Nadu,36.27,0.398080058,25
Acute Encephalitis Syndrome,30,Champawat,Uttarakhand,26.75,2.027111,1
Acute Diarrhoeal Disease,30,Burdwan,West Bengal,28.29,0.342323232,22
Acute Diarrhoeal Disease,30,Burdwan,West Bengal,26.47,0.977492263,20
Acute Diarrhoeal Disease,30,Murshidabad,West Bengal,14.57,1.323108293,14
Acute Diarrhoeal Disease,30,Raigad,Maharashtra,21.81,1.642483647,101
Cholera,30,North 24 Parganas,West Bengal,26.25,0.53121327,78
Acute Encephalitis Syndrome,30,Muzaffarpur,Bihar,30.59,0.219163883,152
Chikungunya,30,East Singhbhum,Jharkhand,32.25,0.440359181,3455
Chikungunya,30,Betul,Madhya Pradesh,28.1166666,0.35158653,252
Cholera,30,Raigad,Maharashtra,21.81,1.642483647,94
Acute Encephalitis Syndrome,30,Barpeta,Assam,21.1233334,1.161898615,6
Malaria,30,Munger,Bihar,28.96,0.428101518,126
Acute Diarrhoeal Disease,31,Warangal,Telangana,30.1766666,0.678185056,20
Acute Diarrhoeal Disease,31,Katihar,Bihar,29.26,0.438549454,19
Acute Diarrhoeal Disease,31,Sheikhpura,Bihar,29.9166666,0.175102257,25
Acute Diarrhoeal Disease,31,Janjgir,Chhattisgarh,11.29,2.336366805,28
Acute Diarrhoeal Disease,31,Janjgir,Chhattisgarh,28.44,0.628441878,15
Acute Diarrhoeal Disease,31,Anantnag,Jammu and Kashmir,22.79,0.249213033,41
Acute Diarrhoeal Disease,31,Srinagar,Jammu and Kashmir,23.7033334,0.429125685,27
Acute Diarrhoeal Disease,31,Chatra,Jharkhand,33.74,0.200666707,8
Acute Diarrhoeal Disease,31,Gurgaon,Haryana,36.27,0.647024061,113
Acute Diarrhoeal Disease,31,Chhindwara,Madhya Pradesh,29.63,1.206560427,60
Acute Diarrhoeal Disease,31,Vidisha,Madhya Pradesh,26.97,0.505849919,9
Dengue,31,Nashik,Maharashtra,3.99,0.566398324,2
Acute Diarrhoeal Disease,31,Bikaner,Rajasthan,47.0633334,0.183489767,5
Acute Encephalitis Syndrome,31,Udaipur,Rajasthan,30.34,0.377316596,2
Acute Diarrhoeal Disease,31,Jalaun,Uttar Pradesh,32.37,1.09924818,16
Acute Diarrhoeal Disease,31,Ganderbal,Jammu and Kashmir,23.4666666,0.183244435,27
Cholera,31,Kolkata,West Bengal,27.9633334,0.489103487,78
Acute Diarrhoeal Disease,31,Kurnool,Andhra Pradesh,30.03,0.985705162,40
Chikungunya,31,West Singhbhum,Jharkhand,29.05,0.22523666,194
Acute Diarrhoeal Disease,32,Chittor,Andhra Pradesh,23.79,0.062535624,29
Acute Diarrhoeal Disease,32,Warangal,Telangana,33.95,0.056043764,54
Acute Diarrhoeal Disease,32,Gaya,Bihar,34.33,0.426624634,12
Chikungunya,32,West Singhbhum,Jharkhand,29.87,0.773797932,22
Acute Diarrhoeal Disease,32,Nayagarh,Odisha,28.466,0.157368173,47
Malaria,32,Bikaner,Rajasthan,45.5366666,0.033977951,152
Acute Diarrhoeal Disease,32,Dindigul,Tamil Nadu,37.05,0.348810708,13
Acute Diarrhoeal Disease,32,Perambalur,Tamil Nadu,34.8033334,0.052548549,10
Acute Diarrhoeal Disease,32,Perambalur,Tamil Nadu,34.8033334,0.052548549,32
Acute Diarrhoeal Disease,32,Virudhunagar (Sivakasi),Tamil Nadu,44.63,0.153122265,11
Acute Diarrhoeal Disease,32,Lakhimpur Kheri,Uttar Pradesh,15.8033334,1.245870313,48
Acute Diarrhoeal Disease,32,Mirzapur,Uttar Pradesh,28.81,1.392780375,51
Acute Diarrhoeal Disease,32,Raipur,Chhattisgarh,28.27,0.814574619,38
Acute Diarrhoeal Disease,32,Korba,Chhattisgarh,31.71,2.57165078,74
Acute Diarrhoeal Disease,32,Korba,Chhattisgarh,38.84,0.149960716,14
Acute Diarrhoeal Disease,32,Bagalkot,Karnataka,32.97,0.451196074,12
Acute Diarrhoeal Disease,32,Sholapur,Maharashtra,34.7433334,0.527600454,11
Dengue,33,Mahbubnagar,Telangana,30.63,0.095684643,42
Acute Diarrhoeal Disease,33,Medak,Telangana,17.88,0.10161727,10
Acute Diarrhoeal Disease,33,Gopalganj,Bihar,28.1,0.441474905,5
Acute Diarrhoeal Disease,33,Lakhisarai,Bihar,27.39,0.836137588,20
Acute Diarrhoeal Disease,33,Tikamgarh,Madhya Pradesh,27.05,0.344241513,24
Malaria,33,Saharanpur,Uttar Pradesh,20.5366666,0.372082507,13
Acute Diarrhoeal Disease,33,Bankura,West Bengal,26.67,1.464678776,90
Acute Diarrhoeal Disease,33,Bankura,West Bengal,26.67,1.464678776,59
Acute Diarrhoeal Disease,33,Kupwara,Jammu and Kashmir,19.9233334,0.040360777,30
Cholera,33,Alwar,Rajasthan,28.93,0.660401313,112
Acute Diarrhoeal Disease,33,Bankura,West Bengal,30.1233334,0.17392291,21
Chikungunya,33,West Singhbhum,Jharkhand,29.87,0.773797932,5615
Acute Diarrhoeal Disease,34,Nawada,Bihar,29.28,2.091449126,19
Malaria,34,Rohtas,Bihar,27.75,2.615870899,30
Malaria,34,Sheikhpura,Bihar,27.51,2.302524213,50
Cholera,34,Janjgir,Chhattisgarh,26.39,2.216261841,20
Dengue,34,Raipur,Chhattisgarh,25.45,0.990513236,3
Acute Diarrhoeal Disease,34,Surguja,Chhattisgarh,28.4,0.72528291,10
Cholera,34,Vadodara,Gujarat,25.71,0.932867672,23
Acute Diarrhoeal Disease,34,Ambala,Haryana,27.8966666,0.909988198,19
Cholera,34,Panchkula,Haryana,26.9633334,1.956093124,5
Chikungunya,34,Bidar,Karnataka,33.65,0.430428388,26
Acute Diarrhoeal Disease,34,Chitradurga,Karnataka,31.97,0.091684798,22
Malaria,34,Gadag,Karnataka,32.92,0.112245109,10
Acute Diarrhoeal Disease,34,Bankura,West Bengal,27.45,0.776578065,131
Cholera,34,Birbhum,West Bengal,28.37,0.752024509,73
Acute Diarrhoeal Disease,34,Burdwan,West Bengal,28.99,0.890431669,48
Acute Diarrhoeal Disease,34,West Sikkim,Sikkim,18.32,1.244188423,16
Acute Diarrhoeal Disease,34,Badgam,Jammu and Kashmir,26.662,0.386449276,1634
Acute Diarrhoeal Disease,34,Belgaum,Karnataka,21.73,0.40841039,88
Acute Diarrhoeal Disease,34,Raigad,Maharashtra,21.81,1.642483647,101
Acute Diarrhoeal Disease,34,Allahabad,Uttar Pradesh,32.09,0.400020348,16
Acute Diarrhoeal Disease,34,Ghazipur,Uttar Pradesh,-11.65,1.199552044,12
Chikungunya,34,East Singhbhum,Jharkhand,24.13,0.460334799,9
Acute Encephalitis Syndrome,34,Udaipur,Rajasthan,35.03,0.286960631,1
Dengue,35,Krishna,Andhra Pradesh,27.67,0.57298121,45
Acute Diarrhoeal Disease,35,Aurangabad,Bihar,29.2766666,0.571880819,9
Acute Diarrhoeal Disease,35,Lakhisarai,Bihar,28.3766666,0.639723503,12
Malaria,35,Munger,Bihar,26.13,1.355408388,22
Acute Diarrhoeal Disease,35,Dhamtari,Chhattisgarh,28.13,1.073780256,20
Acute Diarrhoeal Disease,35,Jashpur,Chhattisgarh,26.75,0.717033669,10
Acute Diarrhoeal Disease,35,Raisen,Madhya Pradesh,17.3,0.744381651,208
Acute Diarrhoeal Disease,35,Dakshin Dinajpur,West Bengal,15.41,0.505774025,22
Acute Diarrhoeal Disease,35,Murshidabad,West Bengal,27.354,0.475402698,23
Acute Diarrhoeal Disease,35,Mahasamund,Chhattisgarh,33.89,0.195885137,70
Malaria,35,Mahasamund,Chhattisgarh,30.93,0.50811943,108
Cholera,35,Chandigarh,Chandigarh,29.1633334,0.391068031,5
Acute Diarrhoeal Disease,35,Palwal,Haryana,29.78,0.755796567,159
Chikungunya,35,Parbhani,Maharashtra,28.42,0.251531015,57
Cholera,35,Bankura,West Bengal,27.06,0.933028728,73
Acute Diarrhoeal Disease,36,Warangal,Telangana,29.23,0.725822107,17
Acute Diarrhoeal Disease,36,Marigaon,Assam,27.93,0.40117457,22
Acute Diarrhoeal Disease,36,Darbhanga,Bihar,28.2366666,0.122669109,81
Acute Diarrhoeal Disease,36,Janjgir,Chhattisgarh,27.13,0.870796245,14
Cholera,36,Janjgir,Chhattisgarh,27.13,0.782898715,20
Acute Diarrhoeal Disease,36,Raigarh,Chhattisgarh,26.85,1.033275074,103
Acute Diarrhoeal Disease,36,Raipur,Chhattisgarh,29.07,0.74697598,103
Acute Diarrhoeal Disease,36,Gurgaon,Haryana,29.89,0.81172737,26
Acute Diarrhoeal Disease,36,Simdega,Jharkhand,25.53,1.267343351,18
Acute Diarrhoeal Disease,36,Bidar,Karnataka,26.56,0.609214289,41
Acute Diarrhoeal Disease,36,Chikmagalur,Karnataka,27.11,0.287867043,10
Acute Diarrhoeal Disease,36,Katni,Madhya Pradesh,27.485,0.670381111,13
Acute Diarrhoeal Disease,36,Panna,Madhya Pradesh,28.57,0.835601825,66
Acute Diarrhoeal Disease,36,Moga,Punjab,27.61,0.347527422,11
Acute Diarrhoeal Disease,36,Barnala,Punjab,29.87,0.420826942,33
Malaria,36,Patiala,Punjab,29.19,0.566233926,5
Acute Diarrhoeal Disease,36,Bankura,West Bengal,26.1566666,0.988969509,87
Acute Diarrhoeal Disease,36,Malda,West Bengal,28.1066666,0.355841429,36
Acute Diarrhoeal Disease,36,Jehanabad,Bihar,30.09,0.482556564,39
Acute Diarrhoeal Disease,36,Nanded,Maharashtra,28.71,0.398616377,73
Acute Diarrhoeal Disease,36,Purulia,West Bengal,25.25,0.89000472,28
Dengue,36,Krishna,Andhra Pradesh,31.41,0.028567162,30
Acute Diarrhoeal Disease,36,Dhamtari,Chhattisgarh,25.39,1.051307836,94
Malaria,36,Gurgaon,Haryana,32.86,0.127933248,253
Acute Diarrhoeal Disease,36,Palwal,Haryana,30.17,0.529675663,171
Chikungunya,36,Nashik,Maharashtra,27.35,0.367749243,19
Acute Diarrhoeal Disease,36,Bankura,West Bengal,27.21,0.676310241,44
Acute Diarrhoeal Disease,37,Sibsagar,Assam,27.9,0.867222415,17
Malaria,37,Bhind,Madhya Pradesh,28.9033334,0.665605805,52
Malaria,37,Chhattarpur,Madhya Pradesh,26.76,1.772438619,258
Acute Diarrhoeal Disease,37,Moga,Punjab,26.2,0.833516026,15
Acute Diarrhoeal Disease,37,Tiruvannamalai,Tamil Nadu,33.2366666,0.233512703,11
Dengue,37,Haridwar,Uttarakhand,27.394,0.249171952,10
Chikungunya,37,Coimbatore,Tamil Nadu,31.03,1.372625489,10
Acute Diarrhoeal Disease,37,Bankura,West Bengal,27.21,0.676310241,44
Malaria,37,Rohtas,Bihar,28.76,0.802210575,50
Malaria,37,Udupi,Karnataka,20.95,5.564746436,10
Acute Diarrhoeal Disease,37,Bankura,West Bengal,27.06,0.867642687,62
Acute Diarrhoeal Disease,37,Bankura,West Bengal,28.54,0.442547995,93
Acute Diarrhoeal Disease,37,Bankura,West Bengal,27.25,0.975160558,57
Dengue,38,Mahbubnagar,Telangana,30.73,0.094782232,72
Acute Diarrhoeal Disease,38,Baksa,Assam,27.29,1.350122507,33
Acute Diarrhoeal Disease,38,Nalanda,Bihar,29.5833334,0.588964055,17
Acute Diarrhoeal Disease,38,Saharsa,Bihar,27.67,2.228340938,35
Acute Diarrhoeal Disease,38,Saharsa,Bihar,27.67,2.228340938,20
Acute Diarrhoeal Disease,38,Durg,Chhattisgarh,26.01,0.504083219,24
Acute Diarrhoeal Disease,38,Janjgir,Chhattisgarh,26.03,1.118166834,24
Acute Diarrhoeal Disease,38,Rajnandgaon,Chhattisgarh,26.8166666,0.490320033,33
Cholera,38,Rajkot,Gujarat,22.18,1.011349505,44
Cholera,38,Uttara Kannada,Karnataka,26.05,1.037688386,15
Acute Diarrhoeal Disease,38,Wayanad (Kalpetta),Kerala,25.53,0.299876914,23
Acute Diarrhoeal Disease,38,Nashik,Maharashtra,23.5566666,0.340282211,31
Dengue,38,Dindigul,Tamil Nadu,31.17,0.587777447,6
Malaria,38,Bulandshahar,Uttar Pradesh,27.886,0.303065985,49
Acute Diarrhoeal Disease,38,Bankura,West Bengal,28.54,0.442547995,185
Acute Diarrhoeal Disease,38,Howrah,West Bengal,26.11,1.01343592,493
Acute Diarrhoeal Disease,38,Jamui,Bihar,29.69,0.76650399,14
Acute Diarrhoeal Disease,38,Janjgir,Chhattisgarh,25.95,2.100668822,20
Dengue,38,Pune,Maharashtra,23.77,0.65951706,11
Dengue,38,Raipur,Chhattisgarh,26.67,1.268820137,4
Acute Diarrhoeal Disease,38,Ghazipur,Uttar Pradesh,27.23,0.406454022,30
Acute Diarrhoeal Disease,38,Bankura,West Bengal,27.21,0.676310241,58
Cholera,38,Birbhum,West Bengal,28.41,0.519025461,36
Acute Encephalitis Syndrome,38,Cooch Bihar,West Bengal,27.81,0.862647589,3
Acute Diarrhoeal Disease,39,Nagaon,Assam,24.67,0.862054757,8
Acute Diarrhoeal Disease,39,Aurangabad,Bihar,23.25,0.857729924,18
Acute Diarrhoeal Disease,39,Madhubani,Bihar,16.11,0.802856681,118
Acute Diarrhoeal Disease,39,Durg,Chhattisgarh,25.64,0.855231947,52
Malaria,39,Janjgir,Chhattisgarh,26.59,0.896037153,12
Acute Diarrhoeal Disease,39,West Singhbhum,Jharkhand,26.39,0.981776841,13
Acute Diarrhoeal Disease,39,Bidar,Karnataka,34.175,0.048038372,10
Dengue,39,Bijapur,Karnataka,32.39,0.135876749,12
Acute Diarrhoeal Disease,39,Wayanad,Kerala,26.435,0.152903128,18
Malaria,39,Khandwa,Madhya Pradesh,28.34,0.396676135,17
Acute Diarrhoeal Disease,39,Sagar,Madhya Pradesh,28.4866666,0.073041822,11
Chikungunya,39,Beed,Maharashtra,29.0166666,0.201998765,174
Acute Diarrhoeal Disease,39,Thane,Maharashtra,25.335,0.210525414,11
Acute Diarrhoeal Disease,39,Hoshiarpur,Punjab,29.3833334,0.152642722,15
Cholera,39,Jalandhar,Punjab,27.7933334,0.050622226,163
Cholera,39,Saidapet,Tamil Nadu,34.07,0.0418525,5
Dengue,39,Kancheepuram,Tamil Nadu,33.286,0.041915585,7
Acute Diarrhoeal Disease,39,Bankura,West Bengal,27.47,0.592054982,134
Acute Diarrhoeal Disease,39,Birbhum,West Bengal,27.09,1.492180517,41
Acute Diarrhoeal Disease,39,Murshidabad,West Bengal,27.73,0.522286071,21
Acute Diarrhoeal Disease,39,Purulia,West Bengal,26.31,1.30074146,52
Acute Diarrhoeal Disease,39,Patna,Bihar,29.0733334,0.088070965,16
Acute Diarrhoeal Disease,39,Bilaspur,Chhattisgarh,27.55,1.121978067,11
Acute Diarrhoeal Disease,39,Bilaspur,Chhattisgarh,24.51,2.283884039,28
Acute Diarrhoeal Disease,39,Nashik,Maharashtra,23.5566666,0.340282211,31
Dengue,39,Pune,Maharashtra,23.77,0.65951706,11
Acute Encephalitis Syndrome,39,Gaya,Bihar,29.28,1.563493025,201
Malaria,39,Munger,Bihar,27.79,1.558218097,23
Acute Encephalitis Syndrome,39,East Singhbhum,Jharkhand,27.785,0.16874972,14
Acute Diarrhoeal Disease,40,Araria,Bihar,28.38,0.116625211,31
Acute Diarrhoeal Disease,40,Araria,Bihar,28.7166666,0.119392061,12
Acute Diarrhoeal Disease,40,Lakhisarai,Bihar,29.314,0.076879557,8
Chikungunya,40,Sabarkantha,Gujarat,26.9933334,0.067856776,11
Acute Diarrhoeal Disease,40,Mansa,Punjab,28.99,0.000239861,60
Chikungunya,40,Osmanabad,Maharashtra,34.74,0.181373737,26
Dengue,40,Thanjavur,Tamil Nadu,31.9466666,0.057613416,20
Acute Diarrhoeal Disease,40,Karur,Tamil Nadu,33.014,0.131047412,13
Chikungunya,40,Bardhaman,West Bengal,27.76,0.289034453,150
Acute Diarrhoeal Disease,40,Bilaspur,Chhattisgarh,25.83,0.677762426,15
Chikungunya,40,Gadchiroli,Maharashtra,25.2033334,0.238875614,72
Malaria,40,Bharatpur,Rajasthan,28.4366666,0.583259915,25
Cholera,40,Jalandhar,Punjab,29.1766666,0.027113703,214
Acute Diarrhoeal Disease,41,East Godavari,Andhra Pradesh,30.99,0.019235005,55
Acute Diarrhoeal Disease,41,Bhagalpur,Bihar,28.6633334,0.153239282,30
Acute Diarrhoeal Disease,41,Madhubani,Bihar,28.15,0.130206592,41
Acute Diarrhoeal Disease,41,Madhubani,Bihar,28.59,0.122556759,20
Acute Diarrhoeal Disease,41,Nawada,Bihar,28.2333334,0.096478004,22
Chikungunya,41,Vadodara,Gujarat,35.02,0.001700839,25
Acute Diarrhoeal Disease,41,Karnal,Haryana,31.298,0.047689438,37
Chikungunya,41,Panchkula,Haryana,28.8833334,0.076781031,37
Chikungunya,41,Yamuna Nagar,Haryana,31.298,0.047689438,14
Malaria,41,East Singhbhum,Jharkhand,29.27,0.133331181,50
Acute Diarrhoeal Disease,41,East Singhbhum,Jharkhand,29.27,0.133331181,12
Acute Diarrhoeal Disease,41,Bidar,Karnataka,32.77,0.288680528,15
Malaria,41,Tonk,Rajasthan,30.666,0.111957646,7
Dengue,41,Kancheepuram,Tamil Nadu,32.03,0.338964551,49
Cholera,41,Tiruvannamalai,Tamil Nadu,33.26,0.649734293,12
Dengue,41,Tiruchirapalli,Tamil Nadu,31.5233334,0.678364012,16
Acute Diarrhoeal Disease,41,Bankura,West Bengal,29.105,0.057550533,70
Acute Diarrhoeal Disease,41,Nadia,West Bengal,29.442,0.088476888,17
Chikungunya,41,Hooghly,West Bengal,29.934,0.087959079,42
Malaria,41,Munger,Bihar,26.98,0.949287032,18
Chikungunya,41,Osmanabad,Maharashtra,33.08,0.07189484,26
Chikungunya,41,Howrah,West Bengal,27.05,1.229217162,538
Acute Diarrhoeal Disease,42,Bilaspur,Chhattisgarh,29.0433334,0.069037622,26
Acute Diarrhoeal Disease,42,East Singhbhum,Jharkhand,29.226,0.054328485,24
Malaria,42,West Singhbhum,Jharkhand,29.226,0.054328485,9
Dengue,42,Faridabad,Haryana,35.4266666,0.011796417,50
Chikungunya,42,Vadodara,Gujarat,35.02,0.001700839,25
Acute Diarrhoeal Disease,42,Bidar,Karnataka,32.77,0.288680528,15
Malaria,42,Dhar,Madhya Pradesh,33.378,0.02982986,93
Chikungunya,42,Burhanpur,Madhya Pradesh,34.098,0.003759158,141
Chikungunya,42,Khargone,Madhya Pradesh,33.5666666,0.003579648,44
Acute Diarrhoeal Disease,42,Osmanabad,Maharashtra,35.605,0.265047667,27
Acute Diarrhoeal Disease,42,Raigad,Maharashtra,27.982,0.553160073,89
Malaria,42,Auraiya,Uttar Pradesh,34.1466666,4.49E-05,39
Chikungunya,42,Hooghly,West Bengal,29.934,0.087959079,94
Cholera,42,Nadia,West Bengal,30.95,0.06926526,21
Acute Diarrhoeal Disease,42,Karbi Anglong,Assam,25.73,0.749863864,11
Acute Diarrhoeal Disease,42,Raipur,Chhattisgarh,26.362,0.606391681,114
Acute Diarrhoeal Disease,42,Shivpuri,Madhya Pradesh,27.658,0.058487714,20
Acute Diarrhoeal Disease,42,Bankura,West Bengal,29.105,0.057550533,74
Chikungunya,42,Burdwan,West Bengal,28.225,0.283694283,60
Dengue,43,Mahabubnagar,Telangana,34.462,0.093911326,12
Acute Diarrhoeal Disease,43,Kadapa,Andhra Pradesh,32.37,0.00568644,13
Acute Diarrhoeal Disease,43,Kadapa,Andhra Pradesh,34.34,0.006725898,33
Acute Diarrhoeal Disease,43,Katihar,Bihar,29.482,0.034577274,24
Chikungunya,43,Dhanbad,Jharkhand,29.99,0.059613937,33
Acute Diarrhoeal Disease,43,Sambalpur,Odisha,28.234,0.074976828,22
Dengue,43,Puducherry,Puducherry,30.25,0.622928758,19
Dengue,43,Howrah,West Bengal,30.715,0.15899696,84
